Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_2234	Zm00001d045340,Zm00001d045327,Zm00001d045350,Zm00001d045347,Zm00001d045341,Zm00001d045344,Zm00001d045342
Cluster_2235	Zm00001d045348,Zm00001d045342
Cluster_2236	Zm00001d045369,Zm00001d045370,Zm00001d045361
Cluster_2238	Zm00001d045392,Zm00001d045391,Zm00001d045390
Cluster_2241	Zm00001d044775,Zm00001d044776
Cluster_2242	Zm00001d045414,Zm00001d045408,Zm00001d045412,Zm00001d045406,Zm00001d045410
Cluster_2245	Zm00001d045466,Zm00001d045465
Cluster_2246	Zm00001d044795,Zm00001d044790
Cluster_2250	Zm00001d045574,Zm00001d045573,Zm00001d045575
Cluster_2251	Zm00001d045576,Zm00001d045582
Cluster_2252	Zm00001d045577,Zm00001d045578
Cluster_2253	Zm00001d045605,Zm00001d045604
Cluster_2255	Zm00001d045672,Zm00001d045656
Cluster_2256	Zm00001d045712,Zm00001d045708,Zm00001d045711,Zm00001d045713,Zm00001d045709
Cluster_2257	Zm00001d045721,Zm00001d045722,Zm00001d045720
Cluster_2260	Zm00001d045793,Zm00001d045774,Zm00001d045778
Cluster_2261	Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045831,Zm00001d045849,Zm00001d045863,Zm00001d045855,Zm00001d045852
Cluster_2262	Zm00001d045839,Zm00001d045838
Cluster_2265	Zm00001d045890,Zm00001d045891,Zm00001d045892
Cluster_2269	Zm00001d046053,Zm00001d046054
Cluster_2272	Zm00001d046142,Zm00001d046148,Zm00001d046143,Zm00001d046154,Zm00001d046145,Zm00001d046152,Zm00001d046147,Zm00001d046156,Zm00001d046151
Cluster_2273	Zm00001d044897,Zm00001d044896
Cluster_2276	Zm00001d044908,Zm00001d044906
Cluster_2277	Zm00001d046186,Zm00001d046184,Zm00001d046187
Cluster_2281	Zm00001d044935,Zm00001d044934,Zm00001d044936,Zm00001d044933,Zm00001d044937
Cluster_2283	Zm00001d046318,Zm00001d046322,Zm00001d046319
Cluster_2284	Zm00001d046344,Zm00001d046342
Cluster_2288	Zm00001d046473,Zm00001d046460,Zm00001d046466
Cluster_2290	Zm00001d046490,Zm00001d046491
Cluster_2293	Zm00001d046517,Zm00001d046519,Zm00001d046518
Cluster_2294	Zm00001d044999,Zm00001d044996
Cluster_2295	Zm00001d045001,Zm00001d045009,Zm00001d045008,Zm00001d045006
Cluster_2296	Zm00001d046604,Zm00001d046610
Cluster_2297	Zm00001d000071,Zm00001d000072
Cluster_2299	Zm00001d000331,Zm00001d000335
Cluster_2300	Zm00001d000377,Zm00001d000373,Zm00001d000371
Cluster_2301	Zm00001d000020,Zm00001d000016
Cluster_2302	Zm00001d000006,Zm00001d000017,Zm00001d000008,Zm00001d000018,Zm00001d000012,Zm00001d000011
Cluster_2303	Zm00001d000195,Zm00001d000196
Cluster_2305	Zm00001d000363,Zm00001d000365
Cluster_2306	Zm00001d000366,Zm00001d000364
Cluster_2307	Zm00001d000398,Zm00001d000397
Cluster_2308	Zm00001d000349,Zm00001d000350
Cluster_2309	Zm00001d000313,Zm00001d000312
