Cluster_ID	Cluster_Genes	Maize_Gene	Sorghum_Gene	Orzya_Gene	Note
Cluster_1752	Zm00001d020265,Zm00001d020266	Zm00001d020265	Sobic.002G184100.1	NA	Both
Cluster_1752	Zm00001d020265,Zm00001d020266	Zm00001d020266	Sobic.002G184300.1	NA	Other_Orthologue
Cluster_1755	Zm00001d020297,Zm00001d020298	Zm00001d020297	Sobic.002G186300.1	NA	Both
Cluster_1758	Zm00001d020351,Zm00001d020350	Zm00001d020351	Sobic.002G190500.1	NA	Both
Cluster_1765	Zm00001d020460,Zm00001d020459	Zm00001d020460	Sobic.002G201400.1	NA	Both
Cluster_1765	Zm00001d020460,Zm00001d020459	Zm00001d020459	Sobic.002G201100.2	NA	Other_Orthologue
Cluster_1770	Zm00001d020492,Zm00001d020495	Zm00001d020492	Sobic.002G202700.1	NA	Both
Cluster_1770	Zm00001d020492,Zm00001d020495	Zm00001d020495	Sobic.002G202800.1	NA	Other_Orthologue
Cluster_1771	Zm00001d020496,Zm00001d020497	Zm00001d020496	Sobic.002G203000.1	NA	Both
Cluster_1771	Zm00001d020496,Zm00001d020497	Zm00001d020497	Sobic.002G203100.1	NA	Other_Orthologue
Cluster_1772	Zm00001d020502,Zm00001d020501	Zm00001d020502	Sobic.002G203600.1	NA	Both
Cluster_1774	Zm00001d020515,Zm00001d020516	Zm00001d020515	Sobic.002G204400.1	NA	BLAST_Leftmost
Cluster_1775	Zm00001d020524,Zm00001d020521	Zm00001d020521	Sobic.002G204900.1	OS09T0421600-00	Orthofinder_Only
Cluster_1775	Zm00001d020524,Zm00001d020521	Zm00001d020524	Sobic.002G204700.1	NA	Orthofinder_Only
Cluster_1776	Zm00001d020530,Zm00001d020528	Zm00001d020530	Sobic.002G205300.1	NA	Both
Cluster_1776	Zm00001d020530,Zm00001d020528	Zm00001d020528	Sobic.002G205100.1	NA	Other_Orthologue
Cluster_1777	Zm00001d020550,Zm00001d020551	Zm00001d020550	Sobic.002G207000.1	NA	BLAST
Cluster_1778	Zm00001d020556,Zm00001d020555	Zm00001d020555	Sobic.002G207400.1	NA	Orthofinder_Only
Cluster_1778	Zm00001d020556,Zm00001d020555	Zm00001d020556	Sobic.002G207700.1	NA	Orthofinder_Only
Cluster_1783	Zm00001d020652,Zm00001d020651	Zm00001d020652	Sobic.002G219200.1	NA	Both
Cluster_1783	Zm00001d020652,Zm00001d020651	Zm00001d020651	Sobic.002G218900.1	OS09T0444800-01	Other_Orthologue
Cluster_1790	Zm00001d020789,Zm00001d020791	Zm00001d020789	Sobic.002G232800.1	NA	Both
Cluster_1792	Zm00001d020834,Zm00001d020825	Zm00001d020834	Sobic.002G236200.4	NA	BLAST
Cluster_1795	Zm00001d020887,Zm00001d020886	Zm00001d020887	Sobic.002G243000.1	NA	Both
Cluster_1795	Zm00001d020887,Zm00001d020886	Zm00001d020886	Sobic.002G242900.1	OS09T0482200-01	Other_Orthologue
Cluster_1799	Zm00001d020967,Zm00001d020968	Zm00001d020967	Sobic.002G250900.1	NA	Both
Cluster_1799	Zm00001d020967,Zm00001d020968	Zm00001d020968	Sobic.002G251000.1	NA	Other_Orthologue
Cluster_1804	Zm00001d021085,Zm00001d021084	Zm00001d021084	Sobic.002G260400.1	NA	BLAST_Leftmost
Cluster_1807	Zm00001d019059,Zm00001d019057	Zm00001d019059	Sobic.002G064400.1	NA	Both
Cluster_1807	Zm00001d019059,Zm00001d019057	Zm00001d019057	Sobic.002G064000.1	NA	Other_Orthologue
Cluster_1811	Zm00001d021263,Zm00001d021264	Zm00001d021263	Sobic.002G271100.3	NA	Both
Cluster_1812	Zm00001d021285,Zm00001d021290	Zm00001d021285	NA	OS09T0531600-01	Both
Cluster_1812	Zm00001d021285,Zm00001d021290	Zm00001d021290	Sobic.002G275000.1	NA	Other_Orthologue
Cluster_1815	Zm00001d021423,Zm00001d021424	Zm00001d021424	Sobic.002G290800.1	NA	Both
Cluster_1815	Zm00001d021423,Zm00001d021424	Zm00001d021423	Sobic.002G290900.1	NA	Other_Orthologue
Cluster_1816	Zm00001d021444,Zm00001d021443	Zm00001d021444	Sobic.002G287000.1	NA	Both
Cluster_1818	Zm00001d021462,Zm00001d021463	Zm00001d021462	Sobic.002G284200.2	NA	SynMap_Chosen
Cluster_1819	Zm00001d021469,Zm00001d021470	Zm00001d021469	Sobic.002G283500.1	NA	SynMap_Chosen
Cluster_1821	Zm00001d021489,Zm00001d021488	Zm00001d021489	Sobic.002G302800.1	NA	Both
Cluster_1822	Zm00001d021492,Zm00001d021491	Zm00001d021491	Sobic.002G303000.1	NA	Both
Cluster_1822	Zm00001d021492,Zm00001d021491	Zm00001d021492	Sobic.002G303100.4	NA	Other_Orthologue
Cluster_1823	Zm00001d021505,Zm00001d021504	Zm00001d021505	Sobic.002G303800.1	NA	Orthofinder_Only
Cluster_1825	Zm00001d021565,Zm00001d021564	Zm00001d021565	Sobic.002G310800.3	NA	Orthofinder_Only
Cluster_1830	Zm00001d021655,Zm00001d021656	Zm00001d021656	Sobic.002G322900.1	NA	Both
Cluster_1830	Zm00001d021655,Zm00001d021656	Zm00001d021655	Sobic.002G322800.2	OS07T0524900-01	Other_Orthologue
Cluster_1837	Zm00001d021740,Zm00001d021744	Zm00001d021744	Sobic.002G335500.1	NA	SynMap_Chosen
Cluster_1837	Zm00001d021740,Zm00001d021744	Zm00001d021740	Sobic.002G335400.1	NA	Other_Orthologue
Cluster_1840	Zm00001d021824,Zm00001d021825	Zm00001d021825	Sobic.002G342600.1	NA	Both
Cluster_1845	Zm00001d021887,Zm00001d021886	Zm00001d021887	Sobic.002G350100.1	NA	SynMap_Chosen
Cluster_1846	Zm00001d021896,Zm00001d021897	Zm00001d021896	Sobic.002G350800.1	NA	Both
Cluster_1846	Zm00001d021896,Zm00001d021897	Zm00001d021897	Sobic.002G350901.1	NA	Other_Orthologue
Cluster_1853	Zm00001d022081,Zm00001d022082	Zm00001d022081	Sobic.002G368100.1	NA	Both
Cluster_1857	Zm00001d019108,Zm00001d019114	Zm00001d019108	Sobic.002G071400.1	NA	Both
Cluster_1872	Zm00001d022415,Zm00001d022416	Zm00001d022416	Sobic.002G405600.1	NA	BLAST
Cluster_1874	Zm00001d022450,Zm00001d022451	Zm00001d022450	Sobic.002G417300.1	NA	Both
Cluster_1878	Zm00001d022584,Zm00001d022583	Zm00001d022584	Sobic.002G430000.3	NA	SynMap_Chosen
Cluster_1878	Zm00001d022584,Zm00001d022583	Zm00001d022583	Sobic.002G429900.1	NA	Other_Orthologue
Cluster_1879	Zm00001d022643,Zm00001d022637	Zm00001d022637	Sobic.002G278300.1	NA	Both
Cluster_1879	Zm00001d022643,Zm00001d022637	Zm00001d022643	Sobic.002G278200.1	NA	Other_Orthologue
Cluster_1881	Zm00001d019214,Zm00001d019213	Zm00001d019213	Sobic.002G080600.1	NA	SynMap_Chosen
Cluster_1883	Zm00001d019228,Zm00001d019227	Zm00001d019227	Sobic.002G083200.1	NA	BLAST_Leftmost
Cluster_1889	Zm00001d019279,Zm00001d019280	Zm00001d019279	Sobic.002G090200.1	NA	Both
Cluster_1894	Zm00001d019311,Zm00001d019306	Zm00001d019311	Sobic.002G093500.1	NA	Both
Cluster_1894	Zm00001d019311,Zm00001d019306	Zm00001d019306	Sobic.002G093300.1	NA	Other_Orthologue
Cluster_1898	Zm00001d019333,Zm00001d019334	Zm00001d019333	NA	OS07T0262600-00	BLAST_Leftmost
Cluster_1906	Zm00001d019414,Zm00001d019415	Zm00001d019415	Sobic.002G110100.1	NA	BLAST
Cluster_1907	Zm00001d019459,Zm00001d019461	Zm00001d019459	Sobic.002G113200.1	NA	SynMap_Chosen
Cluster_1907	Zm00001d019459,Zm00001d019461	Zm00001d019461	Sobic.002G113400.1	NA	Other_Orthologue
Cluster_1911	Zm00001d018754,Zm00001d018752	Zm00001d018754	Sobic.002G027700.1	NA	Both
Cluster_1911	Zm00001d018754,Zm00001d018752	Zm00001d018752	Sobic.002G027600.3	NA	Other_Orthologue
Cluster_1913	Zm00001d019568,Zm00001d019567	Zm00001d019568	Sobic.002G125800.1	NA	BLAST
Cluster_1917	Zm00001d019681,Zm00001d019684	Zm00001d019684	Sobic.004G151700.1	NA	Orthofinder_Only
Cluster_1918	Zm00001d018786,Zm00001d018775	Zm00001d018786	Sobic.002G031100.1	NA	Both
Cluster_1918	Zm00001d018786,Zm00001d018775	Zm00001d018775	Sobic.002G029700.1	OS07T0139300-00	Other_Orthologue
Cluster_1926	Zm00001d019808,Zm00001d019809	Zm00001d019808	NA	OS09T0570600-01	BLAST
Cluster_1937	Zm00001d019968,Zm00001d019967	Zm00001d019967	Sobic.002G157000.1	NA	BLAST
Cluster_1940	Zm00001d020019,Zm00001d020020	Zm00001d020019	Sobic.002G161700.1	NA	SynMap_Chosen
Cluster_1940	Zm00001d020019,Zm00001d020020	Zm00001d020020	Sobic.002G161800.1	OS09T0299200-01	Other_Orthologue
Cluster_1945	Zm00001d020093,Zm00001d020094	Zm00001d020093	Sobic.002G170100.1	NA	BLAST_Leftmost
Cluster_1948	Zm00001d018918,Zm00001d018924	Zm00001d018918	Sobic.002G049700.1	NA	Both
Cluster_1949	Zm00001d020134,Zm00001d020135	Zm00001d020134	Sobic.002G174000.1	NA	Both
Cluster_1950	Zm00001d020136,Zm00001d020137	Zm00001d020137	Sobic.002G174300.1	NA	SynMap_Chosen
Cluster_1950	Zm00001d020136,Zm00001d020137	Zm00001d020136	Sobic.002G174200.1	OS09T0334500-01	Other_Orthologue
Cluster_1955	Zm00001d010210,Zm00001d010209	Zm00001d010209	Sobic.009G147000.1	NA	Orthofinder_Only
Cluster_1955	Zm00001d010210,Zm00001d010209	Zm00001d010210	Sobic.009G146800.1	NA	Orthofinder_Only
Cluster_1958	Zm00001d010259,Zm00001d010261	Zm00001d010259	Sobic.009G138900.1	NA	Both
Cluster_1959	Zm00001d010269,Zm00001d010266	Zm00001d010266	Sobic.009G138100.1	NA	SynMap_Chosen
Cluster_1963	Zm00001d010397,Zm00001d010398	Zm00001d010398	Sobic.009G098400.1	NA	SynMap_Chosen
Cluster_1966	Zm00001d010450,Zm00001d010451	Zm00001d010450	Sobic.009G079000.1	NA	Both
Cluster_1966	Zm00001d010450,Zm00001d010451	Zm00001d010451	Sobic.009G078700.1	NA	Other_Orthologue
Cluster_1967	Zm00001d008525,Zm00001d008524	Zm00001d008524	Sobic.003G087900.1	NA	BLAST
Cluster_1969	Zm00001d010599,Zm00001d010588	Zm00001d010599	Sobic.009G170300.1	NA	SynMap_Chosen
Cluster_1969	Zm00001d010599,Zm00001d010588	Zm00001d010588	Sobic.009G169000.1	OS05T0469600-01	Other_Orthologue
Cluster_1970	Zm00001d010649,Zm00001d010650	Zm00001d010650	Sobic.009G180000.1	NA	BLAST
Cluster_1971	Zm00001d010675,Zm00001d010673	Zm00001d010675	Sobic.009G184000.1	NA	Both
Cluster_1971	Zm00001d010675,Zm00001d010673	Zm00001d010673	Sobic.009G183800.2	NA	Other_Orthologue
Cluster_1973	Zm00001d010698,Zm00001d010699	Zm00001d010698	Sobic.009G188000.1	NA	Orthofinder_Only
Cluster_1980	Zm00001d010907,Zm00001d010906	Zm00001d010907	Sobic.009G036500.1	NA	SynMap_Chosen
Cluster_1982	Zm00001d010971,Zm00001d010961	Zm00001d010971	NA	OS05T0125300-00	BLAST
Cluster_1984	Zm00001d011001,Zm00001d011002	Zm00001d011001	Sobic.009G023700.1	NA	BLAST
Cluster_1992	Zm00001d008598,Zm00001d008599	Zm00001d008599	Sobic.003G077500.1	NA	BLAST
Cluster_1994	Zm00001d011150,Zm00001d011149	Zm00001d011150	Sobic.003G186900.3	NA	BLAST
Cluster_1995	Zm00001d008602,Zm00001d008601	Zm00001d008601	Sobic.003G076600.1	NA	Both
Cluster_2001	Zm00001d011349,Zm00001d011348	Zm00001d011349	Sobic.003G219800.1	NA	Both
Cluster_2001	Zm00001d011349,Zm00001d011348	Zm00001d011348	Sobic.003G219700.1	NA	Other_Orthologue
Cluster_2004	Zm00001d011386,Zm00001d011387	Zm00001d011387	Sobic.003G225100.1	NA	BLAST
Cluster_2007	Zm00001d011444,Zm00001d011445	Zm00001d011444	Sobic.003G232600.1	NA	Both
Cluster_2007	Zm00001d011444,Zm00001d011445	Zm00001d011445	Sobic.003G232700.1	OS01T0637600-01	Other_Orthologue
Cluster_2009	Zm00001d011513,Zm00001d011507	Zm00001d011513	Sobic.003G246400.1	NA	SynMap_Chosen
Cluster_2009	Zm00001d011513,Zm00001d011507	Zm00001d011507	Sobic.003G245600.1	OS01T0660800-01	Other_Orthologue
Cluster_2010	Zm00001d008635,Zm00001d008634	Zm00001d008634	Sobic.003G065400.1	NA	Orthofinder_Only
Cluster_2010	Zm00001d008635,Zm00001d008634	Zm00001d008635	Sobic.003G065300.1	OS01T0155000-02	Orthofinder_Only
Cluster_2011	Zm00001d011541,Zm00001d011540	Zm00001d011541	Sobic.003G250400.1	NA	Both
Cluster_2016	Zm00001d011589,Zm00001d011590	Zm00001d011590	Sobic.003G255000.1	NA	Both
Cluster_2016	Zm00001d011589,Zm00001d011590	Zm00001d011589	Sobic.003G254900.1	NA	Other_Orthologue
Cluster_2017	Zm00001d008645,Zm00001d008646	Zm00001d008646	Sobic.003G062500.1	NA	Both
Cluster_2025	Zm00001d011751,Zm00001d011752	Zm00001d011751	Sobic.003G283000.1	NA	SynMap_Chosen
Cluster_2027	Zm00001d008663,Zm00001d008662	Zm00001d008662	Sobic.003G058500.1	NA	BLAST_Leftmost
Cluster_2028	Zm00001d011921,Zm00001d011922	Zm00001d011922	Sobic.003G415400.1	NA	Both
Cluster_2028	Zm00001d011921,Zm00001d011922	Zm00001d011921	Sobic.003G415500.1	OS01T0932950-00	Other_Orthologue
Cluster_2030	Zm00001d011964,Zm00001d011959	Zm00001d011964	Sobic.003G410600.1	NA	Both
Cluster_2032	Zm00001d012042,Zm00001d012044	Zm00001d012042	Sobic.003G402600.1	NA	BLAST_Leftmost
Cluster_2036	Zm00001d012147,Zm00001d012152	Zm00001d012147	Sobic.003G391000.1	NA	Both
Cluster_2039	Zm00001d012229,Zm00001d012231	Zm00001d012229	Sobic.003G376000.1	NA	Both
Cluster_2039	Zm00001d012229,Zm00001d012231	Zm00001d012231	Sobic.003G375900.1	OS01T0878400-01	Other_Orthologue
Cluster_2040	Zm00001d012233,Zm00001d012232	Zm00001d012233	Sobic.003G375500.1	NA	Both
Cluster_2042	Zm00001d012251,Zm00001d012248	Zm00001d012251	Sobic.003G373300.1	NA	BLAST
Cluster_2047	Zm00001d012362,Zm00001d012367	Zm00001d012367	Sobic.003G358100.1	NA	SynMap_Chosen
Cluster_2047	Zm00001d012362,Zm00001d012367	Zm00001d012362	Sobic.003G358100.2	NA	Other_Orthologue
Cluster_2049	Zm00001d012400,Zm00001d012399	Zm00001d012399	Sobic.003G354500.1	NA	BLAST_Leftmost
Cluster_2050	Zm00001d012430,Zm00001d012427	Zm00001d012430	Sobic.003G349600.1	NA	Both
Cluster_2050	Zm00001d012430,Zm00001d012427	Zm00001d012427	Sobic.003G349700.1	NA	Other_Orthologue
Cluster_2051	Zm00001d012445,Zm00001d012441	Zm00001d012441	Sobic.003G347600.1	NA	SynMap_Chosen
Cluster_2055	Zm00001d012597,Zm00001d012596	Zm00001d012596	Sobic.003G322700.1	NA	BLAST
Cluster_2056	Zm00001d012609,Zm00001d012600	Zm00001d012609	Sobic.003G319600.1	NA	SynMap_Chosen
Cluster_2056	Zm00001d012609,Zm00001d012600	Zm00001d012600	Sobic.003G322000.1	NA	Other_Orthologue
Cluster_2058	Zm00001d012697,Zm00001d012696	Zm00001d012696	Sobic.003G302800.1	NA	Both
Cluster_2058	Zm00001d012697,Zm00001d012696	Zm00001d012697	Sobic.003G302600.1	OS01T0759200-01	Other_Orthologue
Cluster_2064	Zm00001d008779,Zm00001d008784	Zm00001d008779	Sobic.003G042200.1	NA	SynMap_Chosen
Cluster_2065	Zm00001d008794,Zm00001d008793	Zm00001d008794	Sobic.003G037500.1	NA	BLAST
Cluster_2066	Zm00001d008837,Zm00001d008836	Zm00001d008837	Sobic.003G040300.2	OS01T0183600-01	Orthofinder_Only
Cluster_2068	Zm00001d008903,Zm00001d008905	Zm00001d008903	Sobic.003G024000.1	NA	Orthofinder_Only
Cluster_2068	Zm00001d008903,Zm00001d008905	Zm00001d008905	Sobic.003G023800.1	NA	Orthofinder_Only
Cluster_2070	Zm00001d008965,Zm00001d008966	Zm00001d008965	Sobic.003G013000.1	NA	Orthofinder_Only
Cluster_2072	Zm00001d009023,Zm00001d009024	Zm00001d009023	Sobic.003G003000.1	NA	Both
Cluster_2072	Zm00001d009023,Zm00001d009024	Zm00001d009024	Sobic.003G003300.1	NA	Other_Orthologue
Cluster_2078	Zm00001d009140,Zm00001d009138	Zm00001d009140	Sobic.003G152100.1	NA	Both
Cluster_2078	Zm00001d009140,Zm00001d009138	Zm00001d009138	Sobic.003G152200.1	OS01T0327400-01	Other_Orthologue
Cluster_2079	Zm00001d008289,Zm00001d008291	Zm00001d008291	Sobic.003G123200.1	NA	Both
Cluster_2081	Zm00001d009231,Zm00001d009230	Zm00001d009231	Sobic.003G158900.1	NA	SynMap_Chosen
Cluster_2082	Zm00001d008299,Zm00001d008300	Zm00001d008300	Sobic.003G120900.1	OS01T0263000-00	Orthofinder_Only
Cluster_2083	Zm00001d008307,Zm00001d008308	Zm00001d008307	Sobic.003G119800.1	NA	Both
Cluster_2084	Zm00001d008314,Zm00001d008318	Zm00001d008314	Sobic.003G119400.1	NA	BLAST
Cluster_2085	Zm00001d008322,Zm00001d008323	Zm00001d008322	Sobic.003G117800.1	NA	Both
Cluster_2093	Zm00001d009541,Zm00001d009542	Zm00001d009541	Sobic.009G229600.1	NA	BLAST
Cluster_2094	Zm00001d009567,Zm00001d009566	Zm00001d009567	Sobic.009G232200.1	NA	Both
Cluster_2094	Zm00001d009567,Zm00001d009566	Zm00001d009566	Sobic.009G232100.1	NA	Other_Orthologue
Cluster_2097	Zm00001d009626,Zm00001d009620	Zm00001d009626	Sobic.009G238600.1	NA	Both
Cluster_2109	Zm00001d009873,Zm00001d009874	Zm00001d009873	Sobic.009G119000.1	OS05T0374500-01	Orthofinder_Only
Cluster_2115	Zm00001d009965,Zm00001d009952	Zm00001d009965	Sobic.009G123500.1	NA	SynMap_Chosen
Cluster_2115	Zm00001d009965,Zm00001d009952	Zm00001d009952	Sobic.009G066200.1	OS05T0180300-01	Other_Orthologue
Cluster_2116	Zm00001d010032,Zm00001d010031	Zm00001d010032	Sobic.009G105200.1	NA	Both
Cluster_2116	Zm00001d010032,Zm00001d010031	Zm00001d010031	Sobic.009G105300.1	NA	Other_Orthologue
Cluster_2117	Zm00001d010034,Zm00001d010036	Zm00001d010036	Sobic.009G090400.1	NA	Both
Cluster_2118	Zm00001d010043,Zm00001d010044	Zm00001d010043	Sobic.009G088200.1	NA	BLAST
Cluster_2129	Zm00001d046766,Zm00001d046765	Zm00001d046766	Sobic.010G190700.1	NA	Both
Cluster_2129	Zm00001d046766,Zm00001d046765	Zm00001d046765	Sobic.010G190800.1	NA	Other_Orthologue
Cluster_2145	Zm00001d047032,Zm00001d047033	Zm00001d047032	Sobic.001G289500.1	NA	BLAST
Cluster_2146	Zm00001d047066,Zm00001d047064	Zm00001d047064	Sobic.001G293000.1	NA	Both
Cluster_2146	Zm00001d047066,Zm00001d047064	Zm00001d047066	Sobic.001G293100.1	NA	Other_Orthologue
Cluster_2155	Zm00001d045088,Zm00001d045086	Zm00001d045088	Sobic.010G067300.1	NA	Orthofinder_Only
Cluster_2156	Zm00001d047174,Zm00001d047175	Zm00001d047174	Sobic.001G356500.1	NA	BLAST_Leftmost
Cluster_2172	Zm00001d047418,Zm00001d047417	Zm00001d047417	Sobic.001G359100.2	NA	SynMap_Chosen
Cluster_2172	Zm00001d047418,Zm00001d047417	Zm00001d047418	Sobic.001G359300.1	NA	Other_Orthologue
Cluster_2176	Zm00001d047625,Zm00001d047621	Zm00001d047621	NA	OS03T0309300-00	BLAST_Leftmost
Cluster_2180	Zm00001d045141,Zm00001d045145	Zm00001d045141	Sobic.010G060166.1	NA	Orthofinder_Only
Cluster_2180	Zm00001d045141,Zm00001d045145	Zm00001d045145	Sobic.010G059900.1	NA	Orthofinder_Only
Cluster_2181	Zm00001d047762,Zm00001d047761	Zm00001d047762	Sobic.001G411900.1	NA	Both
Cluster_2181	Zm00001d047762,Zm00001d047761	Zm00001d047761	Sobic.001G411400.1	NA	Other_Orthologue
Cluster_2186	Zm00001d047933,Zm00001d047934	Zm00001d047933	Sobic.001G438400.1	NA	Both
Cluster_2186	Zm00001d047933,Zm00001d047934	Zm00001d047934	Sobic.001G438500.1	OS03T0245200-01	Other_Orthologue
Cluster_2187	Zm00001d047938,Zm00001d047939	Zm00001d047938	Sobic.001G439100.1	NA	BLAST
Cluster_2191	Zm00001d048034,Zm00001d048035	Zm00001d048035	Sobic.001G027300.1	NA	BLAST
Cluster_2195	Zm00001d048139,Zm00001d048140	Zm00001d048140	Sobic.001G464100.1	NA	BLAST
Cluster_2196	Zm00001d048151,Zm00001d048152	Zm00001d048151	Sobic.001G466000.1	NA	BLAST
Cluster_2199	Zm00001d048189,Zm00001d048187	Zm00001d048189	Sobic.001G470600.1	OS03T0195800-01	Orthofinder_Only
Cluster_2200	Zm00001d048191,Zm00001d048192	Zm00001d048191	Sobic.001G471200.1	NA	Both
Cluster_2200	Zm00001d048191,Zm00001d048192	Zm00001d048192	Sobic.001G471400.1	NA	Other_Orthologue
Cluster_2206	Zm00001d048268,Zm00001d048263	Zm00001d048268	Sobic.001G482800.1	NA	Orthofinder_Only
Cluster_2210	Zm00001d048329,Zm00001d048327	Zm00001d048329	Sobic.001G491200.1	NA	Both
Cluster_2213	Zm00001d048389,Zm00001d048387	Zm00001d048387	Sobic.001G506800.1	NA	SynMap_Chosen
Cluster_2213	Zm00001d048389,Zm00001d048387	Zm00001d048389	Sobic.001G506300.1	NA	Other_Orthologue
Cluster_2215	Zm00001d048416,Zm00001d048417	Zm00001d048417	Sobic.001G500000.1	NA	Both
Cluster_2215	Zm00001d048416,Zm00001d048417	Zm00001d048416	Sobic.001G500200.1	NA	Other_Orthologue
Cluster_2217	Zm00001d048457,Zm00001d048456	Zm00001d048457	Sobic.001G522700.1	NA	BLAST
Cluster_2218	Zm00001d048492,Zm00001d048484	Zm00001d048492	Sobic.001G529100.1	NA	Both
Cluster_2221	Zm00001d048570,Zm00001d048573	Zm00001d048570	Sobic.001G324900.1	NA	Both
Cluster_2222	Zm00001d048575,Zm00001d048576	Zm00001d048575	Sobic.001G326100.1	NA	Both
Cluster_2224	Zm00001d045231,Zm00001d045227	Zm00001d045231	Sobic.010G050500.1	NA	Both
Cluster_2232	Zm00001d045313,Zm00001d045312	Zm00001d045313	Sobic.010G043000.1	NA	Both
Cluster_2240	Zm00001d045398,Zm00001d045400	Zm00001d045398	Sobic.010G030200.1	NA	Both
Cluster_2243	Zm00001d045454,Zm00001d045456	Zm00001d045456	Sobic.010G023500.1	NA	Both
Cluster_2244	Zm00001d045459,Zm00001d045460	Zm00001d045459	Sobic.010G023300.1	NA	Both
Cluster_2244	Zm00001d045459,Zm00001d045460	Zm00001d045460	Sobic.010G023200.1	OS06T0133400-01	Other_Orthologue
Cluster_2247	Zm00001d045529,Zm00001d045526	Zm00001d045529	Sobic.001G411500.1	NA	Orthofinder_Only
Cluster_2248	Zm00001d045564,Zm00001d045565	Zm00001d045564	Sobic.010G007300.1	NA	Both
Cluster_2248	Zm00001d045564,Zm00001d045565	Zm00001d045565	Sobic.010G007200.1	NA	Other_Orthologue
Cluster_2249	Zm00001d045567,Zm00001d045572	Zm00001d045567	Sobic.010G005900.1	OS06T0109300-01	Orthofinder_Only
Cluster_2254	Zm00001d045668,Zm00001d045669	Zm00001d045669	Sobic.010G109400.1	NA	SynMap_Chosen
Cluster_2254	Zm00001d045668,Zm00001d045669	Zm00001d045668	Sobic.010G109300.1	NA	Other_Orthologue
Cluster_2258	Zm00001d045728,Zm00001d045729	Zm00001d045728	Sobic.010G115300.1	NA	SynMap_Chosen
Cluster_2258	Zm00001d045728,Zm00001d045729	Zm00001d045729	Sobic.010G115500.1	OS06T0274300-01	Other_Orthologue
Cluster_2263	Zm00001d045846,Zm00001d045845	Zm00001d045846	Sobic.010G128400.1	NA	SynMap_Chosen
Cluster_2263	Zm00001d045846,Zm00001d045845	Zm00001d045845	Sobic.010G128700.1	OS06T0490400-00	Other_Orthologue
Cluster_2264	Zm00001d045875,Zm00001d045877	Zm00001d045875	Sobic.010G130900.1	NA	Both
Cluster_2264	Zm00001d045875,Zm00001d045877	Zm00001d045877	Sobic.010G131200.1	NA	Other_Orthologue
Cluster_2266	Zm00001d045940,Zm00001d045941	Zm00001d045940	Sobic.010G136500.1	NA	BLAST
Cluster_2268	Zm00001d046005,Zm00001d046004	Zm00001d046005	Sobic.010G144400.1	NA	Both
Cluster_2268	Zm00001d046005,Zm00001d046004	Zm00001d046004	Sobic.010G143900.1	NA	Other_Orthologue
Cluster_2270	Zm00001d046091,Zm00001d046093	Zm00001d046093	Sobic.010G152400.1	NA	Both
Cluster_2270	Zm00001d046091,Zm00001d046093	Zm00001d046091	Sobic.010G152300.1	NA	Other_Orthologue
Cluster_2271	Zm00001d044730,Zm00001d044732	Zm00001d044730	Sobic.010G104700.1	NA	SynMap_Chosen
Cluster_2271	Zm00001d044730,Zm00001d044732	Zm00001d044732	Sobic.010G105000.1	OS06T0254700-01	Other_Orthologue
Cluster_2274	Zm00001d046153,Zm00001d046166	Zm00001d046166	Sobic.010G160300.1	NA	BLAST
Cluster_2275	Zm00001d044907,Zm00001d044916	Zm00001d044916	Sobic.010G083900.1	NA	Both
Cluster_2275	Zm00001d044907,Zm00001d044916	Zm00001d044907	Sobic.010G084000.1	OS06T0215400-01	Other_Orthologue
Cluster_2278	Zm00001d044921,Zm00001d044920	Zm00001d044921	Sobic.010G083400.1	NA	Orthofinder_Only
Cluster_2279	Zm00001d046225,Zm00001d046226	Zm00001d046226	Sobic.010G169000.1	NA	Both
Cluster_2282	Zm00001d046272,Zm00001d046273	Zm00001d046272	Sobic.010G166400.1	NA	Orthofinder_Only
Cluster_2286	Zm00001d044967,Zm00001d044966	Zm00001d044966	Sobic.010G079300.1	NA	Both
Cluster_2289	Zm00001d046488,Zm00001d046485	Zm00001d046488	Sobic.010G177100.1	NA	SynMap_Chosen
Cluster_2289	Zm00001d046488,Zm00001d046485	Zm00001d046485	Sobic.010G177300.1	NA	Other_Orthologue
Cluster_2291	Zm00001d046492,Zm00001d046493	Zm00001d046492	Sobic.010G184600.1	NA	SynMap_Chosen
Cluster_2291	Zm00001d046492,Zm00001d046493	Zm00001d046493	Sobic.010G184800.1	NA	Other_Orthologue
Cluster_2292	Zm00001d046501,Zm00001d046494	Zm00001d046501	Sobic.010G185300.1	NA	Both
