Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM5G851266	ppo1	MaizeGDB-curated	Chr10	59,669,631	59,671,907
GRMZM2G170896	ppr103	MaizeGDB-curated	Chr2	234,360,122	234,362,918
GRMZM2G050697	ppr152	MaizeGDB-curated	Chr3	206,557,927	206,560,435
GRMZM2G341621	ppr2	MaizeGDB-curated	Chr7	2,584,810	2,587,604
AC215198.3_FG002	ppr2263	MaizeGDB-curated	Chr9	12,723,540	12,725,903
Zm00001d026654	ppr4	MaizeGDB-curated	Chr10	149,493,959	149,499,804
GRMZM2G025409	ppr5	MaizeGDB-curated	Chr4	181,456,446	181,458,981
GRMZM2G337701	ppr521	MaizeGDB-curated	scaffold_498	111,300	114,195
GRMZM2G438524	ppr53	MaizeGDB-curated	Chr1	299,484,354	299,486,920
GRMZM2G005938	ppr*-59040	MaizeGDB-curated	Chr10	60,236,510	60,241,598
GRMZM2G475897	ppr*-GRMZM2G475897	MaizeGDB-curated	Chr1	180,544,078	180,547,525
GRMZM2G164202	pprsmr4	MaizeGDB-curated	Chr5	70,802,337	70,804,170
GRMZM2G047404	ppt1	MaizeGDB-curated	Chr2	173,925,593	173,929,511
GRMZM2G103047	ppt2	MaizeGDB-curated	Chr7	82,105,784	82,109,932
GRMZM2G025832	pr1	MaizeGDB-curated	Chr5	180,084,037	180,086,107
GRMZM2G111566	prc2	MaizeGDB-curated	Chr5	12,576,565	12,579,887
GRMZM2G472167	prc3	MaizeGDB-curated	Chr1	8,552,957	8,556,040
GRMZM2G171604	prc4	MaizeGDB-curated	Chr5	116,903,623	116,911,871
GRMZM2G049915	prcw1	MaizeGDB-curated	Chr10	36,785,988	36,787,819
GRMZM2G079452	prda1	MaizeGDB-curated	Chr4	16,807,094	16,815,389
GRMZM2G109842	prf2	MaizeGDB-curated	Chr8	124,237,915	124,239,012
GRMZM5G876285	prf3	MaizeGDB-curated	Chr8	174,848,342	174,876,645
GRMZM5G877388	prf5	MaizeGDB-curated	Chr9	19,041,804	19,045,538
GRMZM2G019819	prh10	MaizeGDB-curated	Chr2	103,675,901	103,679,774
GRMZM2G159811	prh11	MaizeGDB-curated	Chr10	101,377,174	101,382,475
GRMZM2G177386	prh12	MaizeGDB-curated	Chr6	161,744,096	161,747,484
GRMZM2G134628	prh13	MaizeGDB-curated	Chr3	220,928,320	220,934,085
GRMZM2G102255	prh14	MaizeGDB-curated	Chr6	167,604,993	167,607,983
GRMZM2G383807	prh15	MaizeGDB-curated	Chr8	77,501,631	77,504,702
GRMZM2G140288	prh2	MaizeGDB-curated	Chr7	167,183,707	167,192,292
GRMZM2G059453	prh3	MaizeGDB-curated	Chr3	180,096,139	180,098,099
GRMZM2G166297	prh4	MaizeGDB-curated	Chr8	168,030,486	168,032,471
GRMZM2G010855	prh5	MaizeGDB-curated	Chr1	39,144,013	39,146,119
GRMZM2G308615	prh6	MaizeGDB-curated	Chr7	89,059,718	89,061,311
GRMZM2G082487	prh7	MaizeGDB-curated	Chr2	176,186,305	176,187,719
GRMZM2G122228	prh8	MaizeGDB-curated	Chr3	212,913,668	212,919,667
GRMZM5G818101	prh9	MaizeGDB-curated	Chr8	72,141,439	72,143,820
GRMZM2G119906	prin2	MaizeGDB-curated	Chr2	178,872,908	178,874,445
GRMZM2G162529	prk1	MaizeGDB-curated	Chr5	199,643,154	199,645,484
GRMZM2G133919	prl1	MaizeGDB-curated	Chr5	216,749,557	216,756,161
GRMZM2G409309	prm5	MaizeGDB-curated	Chr3	56,470,193	56,479,063
GRMZM2G375504	pro1	MaizeGDB-curated	Chr8	95,226,658	95,237,335
GRMZM5G899080	propep1	MaizeGDB-curated	Chr2	6,583,856	6,584,704
GRMZM2G339117	propep3	MaizeGDB-curated	Chr2	6,597,929	6,598,629
GRMZM2G141133	propep4	MaizeGDB-curated	Chr10	72,626,088	72,626,699
GRMZM2G141071	propep5	MaizeGDB-curated	Chr10	72,636,057	72,636,866
GRMZM2G117989	prp3	MaizeGDB-curated	Chr4	9,662,595	9,664,016
GRMZM2G465226	prp4	MaizeGDB-curated	Chr7	3,487,009	3,488,071
GRMZM2G402631	prp5	MaizeGDB-curated	Chr1	178,035,095	178,036,072
GRMZM2G039396	prpo1	MaizeGDB-curated	Chr8	876,212	882,478
GRMZM2G364901	prpo2	MaizeGDB-curated	Chr2	35,316,673	35,329,767
GRMZM2G320307	prr1	MaizeGDB-curated	Chr5	201,317,849	201,326,036
GRMZM2G177792	prx35	MaizeGDB-curated	Chr10	86,298,080	86,299,400
GRMZM2G100976	psa1	MaizeGDB-curated	Chr6	88,729,231	88,730,546
GRMZM2G021687	psa2	MaizeGDB-curated	Chr1	197,879,675	197,881,628
GRMZM2G012397	psa6	MaizeGDB-curated	Chr7	5,134,217	5,135,120
GRMZM2G024150	psad1	MaizeGDB-curated	Chr5	3,530,018	3,531,150
GRMZM2G451224	psah1	MaizeGDB-curated	Chr6	164,173,766	164,175,105
GRMZM2G080107	psan1	MaizeGDB-curated	Chr3	138,460,913	138,462,021
GRMZM2G102838	psb1	MaizeGDB-curated	Chr6	81,891,034	81,893,207
GRMZM2G033885	psb29	MaizeGDB-curated	Chr7	157,314,547	157,315,990
GRMZM2G174984	psb3	MaizeGDB-curated	Chr4	27,121,588	27,123,964
GRMZM5G834496	psbJ (cp)	MaizeGDB-curated	ChrPt	63,347	63,469
GRMZM2G077333	psbs1	MaizeGDB-curated	Chr3	174,868,242	174,870,828
GRMZM2G440968	psei3	MaizeGDB-curated	Chr6	155,861,031	155,863,018
GRMZM2G013461	psei4	MaizeGDB-curated	Chr8	3,347,946	3,350,818
GRMZM2G401328	psei6	MaizeGDB-curated	Chr1	79,139,823	79,140,627
GRMZM2G148925	psei7	MaizeGDB-curated	Chr1	79,075,655	79,077,147
GRMZM2G401374	psei8	MaizeGDB-curated	Chr1	79,147,344	79,148,016
AC196110.4_FG004	psei9	MaizeGDB-curated	Chr4	15,343,574	15,344,100
GRMZM2G044194	psk1	MaizeGDB-curated	Chr7	3,025,543	3,026,306
GRMZM2G079290	psk2	MaizeGDB-curated	Chr3	143,262,466	143,263,677
GRMZM2G084859	psk3	MaizeGDB-curated	Chr9	145,248,876	145,249,788
GRMZM2G031261	psk4	MaizeGDB-curated	Chr10	4,752,399	4,753,182
GRMZM2G149317	psy2	MaizeGDB-curated	Chr8	167,823,550	167,826,600
Zm00001d021410	psy3	MaizeGDB-curated	Chr7	151,481,395	151,484,398
GRMZM2G091419	ptac10	MaizeGDB-curated	Chr8	163,288,195	163,292,627
GRMZM5G897926	ptac12	MaizeGDB-curated	Chr3	193,671,883	193,678,209
GRMZM5G807767	ptac14	MaizeGDB-curated	Chr8	76,011,360	76,016,337
GRMZM2G122116	ptac2	MaizeGDB-curated	Chr7	175,323,051	175,332,481
GRMZM2G024530	ptf1	MaizeGDB-curated	Chr9	11,565,132	11,570,108
GRMZM2G050596	pth1	MaizeGDB-curated	Chr3	206,596,608	206,608,212
GRMZM2G099754	ptk2	MaizeGDB-curated	Chr4	185,250,108	185,255,064
GRMZM2G151216	ptk3	MaizeGDB-curated	Chr1	190,127,790	190,130,328
AC217842.3_FG001	ptk4	MaizeGDB-curated	Chr2	156,421,058	156,425,687
GRMZM2G473511	ptk5	MaizeGDB-curated	Chr8	9,436,053	9,438,289
GRMZM5G867390	ptr1	MaizeGDB-curated	Chr1	269,419,683	269,424,715
AC211276.4_FG008	pve1	MaizeGDB-curated	Chr5	16,435,871	16,436,953
GRMZM2G134947	px13	MaizeGDB-curated	Chr5	32,055,951	32,057,280
GRMZM2G108219	px14	MaizeGDB-curated	Chr2	25,437,820	25,439,417
GRMZM2G427815	px3	MaizeGDB-curated	Chr7	172,809,274	172,811,080
GRMZM2G450233	px5	MaizeGDB-curated	Chr6	125,337,844	125,340,176
GRMZM2G033526	pyk1	MaizeGDB-curated	Chr1	97,682,229	97,687,870
GRMZM2G004534	pyk2	MaizeGDB-curated	Chr10	4,697,235	4,702,142
GRMZM2G144730	pyk3	MaizeGDB-curated	Chr9	113,493,606	113,499,029
GRMZM2G320099	pyrd1	MaizeGDB-curated	Chr1	3,704,159	3,706,769
GRMZM2G090068	pyrr1	MaizeGDB-curated	Chr5	160,118,507	160,129,431
GRMZM2G007721	pza00048	MaizeGDB-curated	Chr10	98,714,259	98,732,307
GRMZM2G121790	pza00067	MaizeGDB-curated	Chr4	229,199,657	229,204,882
GRMZM2G040634	pza00111	MaizeGDB-curated	Chr7	139,402,429	139,406,268
GRMZM2G314292	pza00131	MaizeGDB-curated	Chr1	203,986,419	203,987,178
GRMZM2G104258	pza00132	MaizeGDB-curated	Chr7	31,785,259	31,790,644
GRMZM2G110408	pza00152	MaizeGDB-curated	Chr9	110,677,553	110,681,978
GRMZM2G012923	pza00270	MaizeGDB-curated	Chr5	151,484,639	151,489,634
GRMZM2G364068	pza00271	MaizeGDB-curated	Chr4	172,551,715	172,560,136
GRMZM2G142072	pza00285	MaizeGDB-curated	Chr9	8,949,490	8,962,539
GRMZM2G022088	pza00297	MaizeGDB-curated	Chr3	40,318,889	40,324,047
GRMZM2G002578	pza00316	MaizeGDB-curated	Chr3	225,185,182	225,186,943
GRMZM2G011173	pza00332	MaizeGDB-curated	Chr4	189,215,297	189,219,182
GRMZM2G153087	pza00363	MaizeGDB-curated	Chr3	135,934,895	135,940,205
GRMZM2G118917	pza00381	MaizeGDB-curated	Chr1	238,384,036	238,403,459
GRMZM2G122443	pza00413	MaizeGDB-curated	Chr3	128,928,165	128,931,335
GRMZM2G434696	pza00424	MaizeGDB-curated	Chr7	174,820,350	174,831,406
GRMZM2G002959	pza00473	MaizeGDB-curated	Chr6	124,328,526	124,334,707
GRMZM2G047095	pza00495	MaizeGDB-curated	Chr2	173,887,377	173,894,291
GRMZM2G101181	pza00497	MaizeGDB-curated	Chr2	20,541,703	20,545,865
GRMZM2G152127	pza00538	MaizeGDB-curated	Chr3	208,546,055	208,552,820
GRMZM2G164475	pza00667	MaizeGDB-curated	Chr3	162,783,765	162,786,921
GRMZM2G049525	pza00726	MaizeGDB-curated	Chr4	53,468,183	53,474,421
GRMZM2G030529	pza00752	MaizeGDB-curated	Chr1	82,020,741	82,030,263
GRMZM2G081652	pza00783	MaizeGDB-curated	Chr3	173,515,706	173,518,871
GRMZM2G101042	pza00793	MaizeGDB-curated	Chr8	65,656,733	65,662,011
GRMZM2G313481	pza00818	MaizeGDB-curated	Chr5	1,045,283	1,050,017
GRMZM2G031584	pza00827	MaizeGDB-curated	Chr3	156,830,533	156,833,606
GRMZM2G054380	pza00838	MaizeGDB-curated	Chr8	159,782,943	159,797,629
GRMZM2G089121	pza00944	MaizeGDB-curated	Chr1	89,006,779	89,009,728
GRMZM2G038964	pza00978	MaizeGDB-curated	Chr1	284,081,140	284,083,876
GRMZM2G072337	pza01089	MaizeGDB-curated	Chr10	117,586,271	117,590,284
GRMZM2G041015	pza01154	MaizeGDB-curated	Chr3	217,773,782	217,777,054
GRMZM2G102596	pza01272	MaizeGDB-curated	Chr9	18,903,400	18,906,316
GRMZM2G089517	pza01304	MaizeGDB-curated	Chr5	179,240,778	179,243,919
GRMZM2G061681	pza01360	MaizeGDB-curated	Chr3	225,532,457	225,540,553
GRMZM2G059108	pza01396	MaizeGDB-curated	Chr3	166,420,293	166,422,669
GRMZM2G103230	pza01527	MaizeGDB-curated	Chr6	58,423,170	58,430,307
GRMZM2G403007	pza01552	MaizeGDB-curated	Chr6	129,885,873	129,886,948
GRMZM2G044128	pza01623	MaizeGDB-curated	Chr8	5,160,708	5,162,795
GRMZM2G112782	pza01677	MaizeGDB-curated	Chr10	71,063,036	71,066,861
GRMZM2G168364	pza01714	MaizeGDB-curated	Chr7	134,168,464	134,170,246
GRMZM2G061885	pza01735	MaizeGDB-curated	Chr2	185,341,447	185,347,936
GRMZM2G305822	pza01791	MaizeGDB-curated	Chr9	82,022,416	82,025,519
GRMZM2G001530	pza01877	MaizeGDB-curated	Chr10	77,686,954	77,691,931
GRMZM2G118286	pza01883	MaizeGDB-curated	Chr10	9,383,491	9,407,372
GRMZM2G068259	pza01921	MaizeGDB-curated	Chr1	262,219,645	262,230,412
GRMZM2G054803	pza01936	MaizeGDB-curated	Chr7	45,400,081	45,402,022
GRMZM2G115304	pza01946	MaizeGDB-curated	Chr7	129,376,221	129,383,767
GRMZM2G165631	pza02040	MaizeGDB-curated	Chr5	172,133,346	172,138,422
GRMZM2G087612	pza02044	MaizeGDB-curated	Chr1	291,937,388	291,941,593
GRMZM2G023194	pza02128	MaizeGDB-curated	Chr10	111,795,775	111,798,782
GRMZM2G369931	pza02182	MaizeGDB-curated	Chr3	225,852,909	225,856,380
GRMZM2G150383	pza02266	MaizeGDB-curated	Chr2	229,529,084	229,531,382
GRMZM2G088849	pza02291	MaizeGDB-curated	Chr7	85,907,159	85,909,631
GRMZM2G125494	pza02337	MaizeGDB-curated	Chr2	15,582,030	15,592,514
GRMZM2G455568	pza02344	MaizeGDB-curated	Chr9	13,777,074	13,777,439
GRMZM2G467907	pza02365	MaizeGDB-curated	Chr7	127,179,179	127,184,226
GRMZM2G158021	pza02373	MaizeGDB-curated	Chr7	167,373,185	167,379,694
GRMZM2G072526	pza02386	MaizeGDB-curated	Chr7	160,271,657	160,276,364
GRMZM2G081127	pza02388	MaizeGDB-curated	Chr8	167,824	174,330
GRMZM2G110398	pza02402	MaizeGDB-curated	Chr3	171,486,954	171,491,966
GRMZM2G098800	pza02411	MaizeGDB-curated	Chr4	153,223,584	153,226,721
GRMZM2G073199	pza02421	MaizeGDB-curated	Chr4	199,962,521	199,966,536
GRMZM2G000660	pza02423	MaizeGDB-curated	Chr3	230,830,536	230,833,871
GRMZM2G054050	pza02427	MaizeGDB-curated	Chr3	24,354,426	24,358,548
GRMZM2G005346	pza02450	MaizeGDB-curated	Chr2	47,788,105	47,793,199
GRMZM2G070639	pza02457	MaizeGDB-curated	Chr4	29,197,166	29,201,100
GRMZM2G072658	pza02462	MaizeGDB-curated	Chr5	6,866,349	6,870,062
GRMZM2G106218	pza02472	MaizeGDB-curated	Chr6	149,672,083	149,678,650
GRMZM2G141760	pza02478	MaizeGDB-curated	Chr6	141,098,824	141,107,819
GRMZM2G026442	pza02479	MaizeGDB-curated	Chr4	213,260,027	213,287,363
GRMZM2G013981	pza02480	MaizeGDB-curated	Chr5	215,883,771	215,886,889
GRMZM2G119104	pza02487	MaizeGDB-curated	Chr1	22,583,820	22,595,788
GRMZM2G114444	pza02514	MaizeGDB-curated	Chr3	218,561,885	218,567,450
GRMZM2G104658	pza02527	MaizeGDB-curated	Chr10	148,410,228	148,419,253
GRMZM2G325762	pza02549	MaizeGDB-curated	Chr2	107,818,821	107,820,874
GRMZM2G152007	pza02554	MaizeGDB-curated	Chr10	2,454,333	2,457,858
GRMZM2G073750	pza02619	MaizeGDB-curated	Chr3	123,881,899	123,888,098
GRMZM2G116434	pza02676	MaizeGDB-curated	Chr5	60,798,603	60,803,937
GRMZM2G372180	pza02727	MaizeGDB-curated	Chr2	231,598,423	231,605,113
GRMZM2G410479	pza02791	MaizeGDB-curated	Chr1	67,529,480	67,539,492
GRMZM2G102845	pza02818	MaizeGDB-curated	Chr5	78,415,886	78,423,936
GRMZM2G465169	pza02861	MaizeGDB-curated	Chr9	43,841,651	43,847,738
GRMZM2G163769	pza02939	MaizeGDB-curated	Chr2	160,620,927	160,623,348
GRMZM2G106590	pza02941	MaizeGDB-curated	Chr10	71,371,828	71,375,270
GRMZM2G137930	pza02948	MaizeGDB-curated	Chr6	35,680,636	35,684,873
GRMZM2G068028	pza02957	MaizeGDB-curated	Chr1	282,860,846	282,864,657
GRMZM2G181251	pza02961	MaizeGDB-curated	Chr10	16,210,496	16,218,008
GRMZM2G129675	pza02982	MaizeGDB-curated	Chr4	149,303,644	149,309,556
GRMZM2G100716	pza02992	MaizeGDB-curated	Chr4	150,491,358	150,496,840
GRMZM2G099186	pza03047	MaizeGDB-curated	Chr6	31,411,941	31,415,710
GRMZM2G058252	pza03049	MaizeGDB-curated	Chr5	89,351,903	89,357,717
GRMZM2G018619	pza03057	MaizeGDB-curated	Chr9	77,764,194	77,768,544
GRMZM2G037140	pza03063	MaizeGDB-curated	Chr6	35,896,141	35,897,813
GRMZM2G126361	pza03069	MaizeGDB-curated	Chr6	83,126,966	83,131,041
GRMZM2G003883	pza03070	MaizeGDB-curated	Chr3	44,224,072	44,229,612
GRMZM2G080917	pza03073	MaizeGDB-curated	Chr3	170,149,613	170,154,226
GRMZM2G106424	pza03081	MaizeGDB-curated	Chr4	209,972,408	209,975,654
GRMZM2G130927	pza03092	MaizeGDB-curated	Chr5	12,044,175	12,049,812
GRMZM2G102790	pza03120	MaizeGDB-curated	Chr6	57,696,052	57,697,795
GRMZM2G048295	pza03121	MaizeGDB-curated	Chr2	30,170,679	30,172,939
GRMZM2G143328	pza03146	MaizeGDB-curated	Chr3	215,930,994	215,932,039
GRMZM2G111045	pza03152	MaizeGDB-curated	Chr4	147,942,670	147,945,039
GRMZM2G088783	pza03154	MaizeGDB-curated	Chr3	204,223,730	204,225,741
GRMZM2G159547	pza03167	MaizeGDB-curated	Chr5	208,398,128	208,399,748
GRMZM2G070849	pza03168	MaizeGDB-curated	Chr1	51,395,397	51,397,668
GRMZM2G096358	pza03178	MaizeGDB-curated	Chr8	11,486,302	11,488,135
GRMZM2G003406	pza03182	MaizeGDB-curated	Chr8	153,001,174	153,002,887
GRMZM2G139688	pza03191	MaizeGDB-curated	Chr3	187,060,539	187,064,561
GRMZM2G131937	pza03193	MaizeGDB-curated	Chr1	212,948,280	212,949,607
GRMZM2G173633	pza03196	MaizeGDB-curated	Chr10	124,346,736	124,348,421
GRMZM2G111117	pza03203	MaizeGDB-curated	Chr4	82,918,804	82,920,269
GRMZM2G017268	pza03205	MaizeGDB-curated	Chr4	197,249,760	197,251,014
GRMZM2G070523	pza03226	MaizeGDB-curated	Chr5	20,219,035	20,221,972
GRMZM2G048136	pza03227	MaizeGDB-curated	Chr4	1,269,236	1,270,429
GRMZM2G053720	pza03240	MaizeGDB-curated	Chr1	88,349,118	88,351,781
GRMZM2G107867	pza03243	MaizeGDB-curated	Chr1	44,371,887	44,378,439
GRMZM2G365423	pza03254	MaizeGDB-curated	Chr4	65,845,329	65,852,416
GRMZM2G070523	pza03274	MaizeGDB-curated	Chr5	20,219,035	20,221,972
GRMZM2G176175	pza03344	MaizeGDB-curated	Chr7	22,015,365	22,026,546
GRMZM2G372398	pza03344	MaizeGDB-curated	Chr1	36,501,767	36,518,959
GRMZM2G028037	pza03391	MaizeGDB-curated	Chr3	221,519,554	221,524,903
GRMZM2G020409	pza03409	MaizeGDB-curated	Chr4	129,844,141	129,848,910
GRMZM2G407044	pza03459	MaizeGDB-curated	Chr4	135,184,888	135,190,339
GRMZM2G465169	pza03469	MaizeGDB-curated	Chr9	43,841,651	43,847,738
GRMZM2G472703	pza03491	MaizeGDB-curated	Chr10	36,254,235	36,258,217
GRMZM2G077197	pza03527	MaizeGDB-curated	Chr3	5,983,469	5,988,309
GRMZM2G112165	pza03529	MaizeGDB-curated	Chr2	190,093,038	190,097,209
GRMZM2G024668	pza03531	MaizeGDB-curated	Chr1	184,272,689	184,277,348
GRMZM2G156105	pza03536	MaizeGDB-curated	Chr4	108,960,369	108,961,386
GRMZM2G065599	pza03612	MaizeGDB-curated	Chr8	129,490,869	129,493,053
GRMZM2G077361	pza03723	MaizeGDB-curated	Chr7	45,162,309	45,167,457
GRMZM2G048170	pza03728	MaizeGDB-curated	Chr7	142,818,487	142,819,699
GRMZM2G084465	pza03733	MaizeGDB-curated	Chr3	182,334,242	182,336,143
GRMZM2G084465	pza03735	MaizeGDB-curated	Chr3	182,334,242	182,336,143
GRMZM2G107867	pza03742	MaizeGDB-curated	Chr1	44,371,887	44,378,439
GRMZM2G164400	pza03747	MaizeGDB-curated	Chr2	7,519,489	7,528,034
GRMZM2G024973	pzb00079	MaizeGDB-curated	Chr5	11,793,473	11,795,945
GRMZM2G104262	pzb00093	MaizeGDB-curated	Chr4	124,002,463	124,006,407
GRMZM2G102161	pzb00221	MaizeGDB-curated	Chr9	146,936,987	146,945,281
GRMZM2G145041	pzb00232	MaizeGDB-curated	Chr5	64,145,458	64,148,638
GRMZM2G143955	pzb00752	MaizeGDB-curated	Chr7	136,898,993	136,902,620
GRMZM2G022558	pzb00761	MaizeGDB-curated	Chr9	87,869,349	87,871,737
GRMZM2G126988	pzb00869	MaizeGDB-curated	Chr5	33,070,313	33,085,769
GRMZM2G080054	pzb00901	MaizeGDB-curated	Chr2	9,449,250	9,451,125
GRMZM2G090905	pzb00942	MaizeGDB-curated	Chr6	144,755,799	144,758,179
GRMZM2G365961	pzb01009	MaizeGDB-curated	Chr6	85,959,826	85,961,557
GRMZM2G002652	pzb01021	MaizeGDB-curated	Chr4	210,865,185	210,868,144
GRMZM2G171707	pzb01103	MaizeGDB-curated	Chr2	203,572,465	203,578,306
GRMZM2G082855	pzb01110	MaizeGDB-curated	Chr9	24,074,354	24,081,173
GRMZM2G016939	pzb01111	MaizeGDB-curated	Chr10	134,434,838	134,438,537
GRMZM2G020366	pzb01112	MaizeGDB-curated	Chr5	69,147,384	69,150,733
GRMZM2G474685	pzb01227	MaizeGDB-curated	Chr1	289,615,706	289,619,063
GRMZM2G047448	pzb01233	MaizeGDB-curated	Chr2	3,392,385	3,393,860
GRMZM2G046284	pzb01301	MaizeGDB-curated	Chr10	10,198,909	10,200,857
GRMZM2G090905	pzb01308	MaizeGDB-curated	Chr6	144,755,799	144,758,179
GRMZM2G313162	pzb01358	MaizeGDB-curated	Chr9	111,007,594	111,013,702
GRMZM2G107629	pzb01647	MaizeGDB-curated	Chr1	231,759,993	231,766,222
GRMZM2G102347	pzb01662	MaizeGDB-curated	Chr1	34,409,866	34,413,485
GRMZM2G079823	pzb01957	MaizeGDB-curated	Chr1	26,198,119	26,204,511
GRMZM2G058745	pzb02155	MaizeGDB-curated	Chr8	124,182,497	124,187,982
GRMZM2G471529	pzb02179	MaizeGDB-curated	Chr3	158,932,008	158,938,325
GRMZM2G113216	qsox1	MaizeGDB-curated	Chr6	163,118,403	163,123,994
AC233943.1_FG002	ra2	MaizeGDB-curated	Chr3	12,890,068	12,890,853
GRMZM2G038032	rack1	MaizeGDB-curated	Chr6	163,078,693	163,081,080
GRMZM2G040477	rack2	MaizeGDB-curated	Chr8	65,264,847	65,267,084
GRMZM2G121543	rad51a	MaizeGDB-curated	Chr7	160,178,520	160,182,662
GRMZM2G084762	rad51b	MaizeGDB-curated	Chr3	135,467,784	135,471,240
GRMZM2G123089	rad51c	MaizeGDB-curated	Chr3	220,254,011	220,258,502
GRMZM2G055464	rad51d	MaizeGDB-curated	Chr7	170,060,949	170,067,054
AC219006.2_FG007	rad51e	MaizeGDB-curated	Chr8	131,503,426	131,513,533
GRMZM2G457621	raf1	MaizeGDB-curated	Chr2	1,361,783	1,363,354
GRMZM2G139123	raf2	MaizeGDB-curated	Chr1	295,100,635	295,101,482
GRMZM2G700665	rap2	MaizeGDB-curated	Chr8	131,576,889	131,580,316
GRMZM2G048067	raptor1	MaizeGDB-curated	Chr10	1,411,349	1,423,184
GRMZM2G330430	ras1	MaizeGDB-curated	Chr2	40,054,092	40,056,877
GRMZM2G144008	ras11B2	MaizeGDB-curated	Chr5	2,259,767	2,263,658
GRMZM2G019119	ras11E2	MaizeGDB-curated	Chr2	172,384,492	172,387,622
GRMZM2G176677	ras18A1	MaizeGDB-curated	Chr2	27,056,209	27,064,181
GRMZM2G173878	ras2	MaizeGDB-curated	Chr10	124,319,406	124,322,173
GRMZM2G149847	ras8B1	MaizeGDB-curated	Chr2	233,015,891	233,019,721
GRMZM2G316113	rbap1	MaizeGDB-curated	Chr8	153,994,750	154,008,418
GRMZM2G137965	rbap2	MaizeGDB-curated	Chr3	204,143,323	204,150,370
GRMZM2G426953	rboh1	MaizeGDB-curated	Chr3	182,095,773	182,101,296
GRMZM2G138152	rboh2	MaizeGDB-curated	Chr3	200,364,162	200,384,941
GRMZM2G043435	rboh3	MaizeGDB-curated	Chr6	160,040,811	160,052,133
GRMZM2G441541	rboh4	MaizeGDB-curated	Chr4	191,928,760	191,933,957
GRMZM2G162200	rca1	MaizeGDB-curated	Chr4	693,736	696,087
GRMZM2G162200	rca2	MaizeGDB-curated	Chr4	693,736	696,087
GRMZM2G162282	rca3	MaizeGDB-curated	Chr4	691,410	693,139
GRMZM2G302245	rcc1	MaizeGDB-curated	Chr3	179,842,136	179,848,015
GRMZM2G003565	rcc2	MaizeGDB-curated	Chr2	49,685,916	49,690,865
GRMZM2G135770	rcc3	MaizeGDB-curated	Chr4	81,813,738	81,819,034
GRMZM2G074850	rcp1	MaizeGDB-curated	Chr6	68,972,623	68,974,546
GRMZM2G097316	rcph1	MaizeGDB-curated	Chr3	145,514,689	145,516,008
GRMZM2G146502	rcph2	MaizeGDB-curated	Chr4	188,242,843	188,244,300
GRMZM2G082437	rdr6	MaizeGDB-curated	Chr3	102,502,867	102,504,039
GRMZM2G145201	rdr6	MaizeGDB-curated	Chr3	102,532,883	102,536,036
GRMZM2G092001	reas1	MaizeGDB-curated	Chr6	154,250,528	154,251,027
GRMZM2G107774	rem6.3	MaizeGDB-curated	Chr1	25,392,624	25,395,149
GRMZM2G086934	rfa1	MaizeGDB-curated	Chr9	147,128,364	147,131,996
GRMZM5G892991	rgd2	MaizeGDB-curated	Chr1	75,636,094	75,640,439
GRMZM2G128228	rgh3	MaizeGDB-curated	Chr5	173,740,449	173,741,941
GRMZM5G849788	rgh3	MaizeGDB-curated	Chr5	173,803,063	173,806,170
GRMZM2G415491	rh3	MaizeGDB-curated	Chr5	1,933,220	1,947,556
AC198418.3_FG005	rh4	MaizeGDB-curated	Chr1	295,187,054	295,270,267
GRMZM2G131254	rhn1	MaizeGDB-curated	Chr1	179,371,866	179,374,965
GRMZM2G049155	rif1	MaizeGDB-curated	Chr7	74,139,858	74,148,720
GRMZM2G119705	rip2	MaizeGDB-curated	Chr7	162,849,640	162,851,038
GRMZM2G162748	ris1	MaizeGDB-curated	Chr5	142,748,781	142,750,441
GRMZM2G038365	ris2	MaizeGDB-curated	Chr4	226,804,999	226,807,042
GRMZM2G042250	rld2	MaizeGDB-curated	Chr1	2,791,599	2,798,512
GRMZM2G087628	rlsb1	MaizeGDB-curated	Chr3	221,649,770	221,652,972
GRMZM2G546254	rlsb2	MaizeGDB-curated	Chr6	161,543,914	161,548,356
GRMZM2G009208	rmr2	MaizeGDB-curated	Chr2	22,729,494	22,732,649
GRMZM2G007681	rmr6	MaizeGDB-curated	Chr1	188,753,176	188,845,235
GRMZM2G035820	rnc1	MaizeGDB-curated	Chr3	187,230,808	187,235,487
GRMZM2G158835	rnp1	MaizeGDB-curated	Chr7	167,862,249	167,864,329
GRMZM2G415327	rop1	MaizeGDB-curated	Chr5	206,201,286	206,210,007
GRMZM5G846811	rop2	MaizeGDB-curated	Chr4	238,592,881	238,596,701
GRMZM2G100505	rop3	MaizeGDB-curated	Chr6	133,009,256	133,012,520
GRMZM2G375002	rop4	MaizeGDB-curated	Chr5	217,656,047	217,664,941
GRMZM2G102946	rop5	MaizeGDB-curated	Chr9	3,063,132	3,080,500
GRMZM2G176217	rop6	MaizeGDB-curated	Chr6	158,645,247	158,647,592
AC209819.3_FG012	rop7	MaizeGDB-curated	Chr8	122,478,251	122,480,444
GRMZM2G001953	rop8	MaizeGDB-curated	Chr4	182,363,663	182,367,487
GRMZM5G803949	rop9	MaizeGDB-curated	Chr5	70,912,027	70,915,976
AC230011.2_FG002	rp3	MaizeGDB-curated	Chr3	113,913,960	113,920,267
GRMZM2G172883	rpd3	MaizeGDB-curated	Chr4	231,335,846	231,342,828
